event_id,date,category,actor,text,EURUSD_ret_1d,EURUSD_dir_1d,EURUSD_ret_3d,EURUSD_dir_3d,EURUSD_ret_7d,EURUSD_dir_7d,GBPUSD_ret_1d,GBPUSD_dir_1d,GBPUSD_ret_3d,GBPUSD_dir_3d,GBPUSD_ret_7d,GBPUSD_dir_7d,USDJPY_ret_1d,USDJPY_dir_1d,USDJPY_ret_3d,USDJPY_dir_3d,USDJPY_ret_7d,USDJPY_dir_7d,VIX_chg_3d,VIX_dir_3d
EVT_011,2016-12-04,Election,Italian Referendum / Matteo Renzi,"Italian voters reject constitutional reform; PM Renzi announces his resignation, raising concerns over Italian political stability and banks.",-0.00763756940783257,DOWN,0.005356515357648468,UP,-0.003927032986245829,DOWN,0.0061880821898769945,UP,0.006441471651633241,UP,-0.0003775920967777332,NEUTRAL,-0.003552989389947918,DOWN,0.0012546478632040332,UP,0.001456246054613389,UP,-0.14451824836498137,DOWN
EVT_012,2017-01-20,Policy Announce,US Government / Donald Trump,"President Trump is inaugurated, declaring an America First agenda on trade, immigration, and foreign policy in his inaugural address.",,,0.005054843962894572,UP,0.002176999519499333,UP,,,0.003931326791622041,UP,0.02061875679639609,UP,,,-0.01022785954874754,DOWN,-0.004576480748949399,DOWN,0.019734702390271835,UP
EVT_013,2017-03-29,Geopolitical,UK Government / Theresa May,"The UK formally triggers Article 50, starting the two-year countdown to withdrawal from the European Union.",-0.005383655395307185,DOWN,-0.01214991841428771,DOWN,-0.012780236534909766,DOWN,0.001528986301282471,UP,0.0045815873727699866,UP,0.0014917100670860184,UP,-0.0006475276517343136,NEUTRAL,0.004932728582534673,UP,-0.003350162154129487,DOWN,0.07990796624431291,UP
EVT_014,2017-04-24,Election,French Presidential Election,Emmanuel Macron and Marine Le Pen advance to the French presidential runoff; markets weigh pro-EU continuity against eurosceptic risk.,-0.0008370344334140607,NEUTRAL,0.0032129755781945407,UP,0.003082053441380111,UP,-0.0038788059482374572,DOWN,0.0017201683624748882,UP,0.008178037605582318,UP,-0.0030689353561111138,DOWN,0.01096914337482869,UP,0.011966928188965494,UP,-0.04529080639579926,DOWN
EVT_015,2017-05-08,Election,French Presidential Election,"Emmanuel Macron wins the French presidency decisively, easing fears of French exit from the euro and boosting European integration prospects.",-0.0034152831494478875,DOWN,-0.008646970887020109,DOWN,-0.0034590285618456393,DOWN,-0.001723015691943787,DOWN,-0.00270621757935447,DOWN,-0.0061140756770849776,DOWN,0.004833753628445559,UP,0.014484111460242022,UP,0.005195786161433334,UP,0.08153752419703139,UP
EVT_016,2017-08-09,Geopolitical,US Government / Donald Trump,"President Trump warns North Korea it will face fire and fury like the world has never seen, escalating nuclear tensions.",0.0005879322590374358,NEUTRAL,0.0013291729429943406,UP,-0.001139538586895833,DOWN,0.002145015831228911,UP,-0.0007269300813393949,NEUTRAL,-0.009216545458380593,DOWN,-0.0004814311559115462,NEUTRAL,-0.009087272554009564,DOWN,0.004476743108737594,UP,0.3336394191960967,UP
EVT_017,2017-09-25,Election,German Federal Election,"Chancellor Merkel wins a fourth term but with a weakened coalition, as the far-right AfD enters the Bundestag for the first time.",-0.00601701171679182,DOWN,-0.014998794133209982,DOWN,-0.010098939762166276,DOWN,-0.002185825857099168,DOWN,-0.008058416636368483,DOWN,-0.008420053967546614,DOWN,-0.006092645252410548,DOWN,0.0036927958436057924,UP,0.001723818799810532,UP,-0.06682646144793482,DOWN
EVT_018,2017-10-02,Geopolitical,Catalan Government,Catalonia holds an independence referendum declared illegal by Madrid; violent scenes raise Spanish political risk.,-0.006250154855581916,DOWN,-0.004253371130010998,DOWN,-0.005510614113013822,DOWN,-0.008880921407265,DOWN,-0.012114925299170265,DOWN,-0.023417658153367292,DOWN,0.0011711755709890703,UP,0.0016410607716056062,UP,-0.0007726664180991623,NEUTRAL,-0.027898830614614466,DOWN
EVT_019,2017-12-20,Policy Announce,US Congress,"The US Congress passes the Tax Cuts and Jobs Act, the largest corporate tax overhaul in decades, cutting the corporate rate to 21 percent.",0.0031072487323386346,UP,0.0013508135279207403,UP,0.0013982655599067786,UP,-0.0011105273312257287,DOWN,-0.0004818729899224724,NEUTRAL,-0.0009099638094566515,NEUTRAL,0.002280887248330525,UP,0.0030047510367637907,UP,0.0019453130217560336,UP,0.018349072663800706,UP
EVT_020,2018-03-01,Policy Announce,US Government / Donald Trump,"President Trump announces tariffs of 25 percent on steel and 10 percent on aluminum imports, citing national security grounds.",0.00650694664057467,UP,0.00650694664057467,UP,0.018158207890551146,UP,0.0015417301571069627,UP,0.0015417301571069627,UP,0.010994842326600385,UP,-0.004483002318623702,DOWN,-0.004483002318623702,DOWN,-0.004266424935986495,DOWN,-0.13716181589339477,DOWN
EVT_021,2018-03-22,Policy Announce,US Government / Donald Trump,"President Trump signs a memorandum targeting up to 60 billion dollars of Chinese imports with tariffs, igniting fears of a US-China trade war.",-0.0018381487711449,DOWN,-0.0018381487711449,DOWN,-0.0030329877823149607,DOWN,-0.0022325865025553033,DOWN,-0.0022325865025553033,DOWN,-0.004671478455051737,DOWN,-0.009113502535078066,DOWN,-0.009113502535078066,DOWN,0.008301180187944946,UP,0.06349365816409866,UP
EVT_022,2018-05-08,Geopolitical,US Government / Donald Trump,President Trump announces US withdrawal from the Iran nuclear deal and the reimposition of sanctions on Iran.,-0.005533851088539423,DOWN,-0.0013595632499965502,DOWN,-0.00021479218938331656,NEUTRAL,-0.0012477425019879935,DOWN,-0.0034679908111565193,DOWN,-0.0005833752460143401,NEUTRAL,0.0007432435588969837,NEUTRAL,0.004515059216215341,UP,0.007207124871633852,UP,-0.15087035218879516,DOWN
EVT_023,2018-06-12,Geopolitical,US-North Korea Summit,"President Trump and Kim Jong-un hold a historic summit in Singapore, signing a joint statement on denuclearisation of the Korean peninsula.",-0.002199270438669329,DOWN,-0.017784693149914786,DOWN,-0.012252215810527371,DOWN,-0.00013379725314856988,NEUTRAL,-0.008841456689806442,DOWN,-0.00868239318775142,DOWN,0.0005977403575558163,NEUTRAL,0.002343519024585181,UP,-0.0022491991878439456,DOWN,-0.029607476365903343,DOWN
EVT_024,2018-07-06,Policy Announce,US Government,The first tranche of US tariffs on 34 billion dollars of Chinese goods takes effect; China retaliates immediately with equivalent measures.,,,0.004806882998706923,UP,-0.002569743951029056,DOWN,,,0.005437315097710348,UP,-0.0034328757995703957,DOWN,,,-0.0014208563478246504,DOWN,0.0186886027634841,UP,-0.05219913389474765,DOWN
EVT_025,2018-09-17,Policy Announce,US Government / Donald Trump,"President Trump announces 10 percent tariffs on an additional 200 billion dollars of Chinese imports, threatening escalation to 25 percent.",0.0034481379521063144,UP,0.003914991297093287,UP,0.010439010689835923,UP,0.005571571899250875,UP,0.005177312875037917,UP,0.000549151035801072,NEUTRAL,-0.002351968120645511,DOWN,0.0032460759421475732,UP,0.00508738413558219,UP,-0.1478353868669848,DOWN
EVT_026,2018-11-25,Geopolitical,EU / UK Governments,"EU leaders endorse the Brexit withdrawal agreement negotiated with PM May, moving the deal to a high-stakes UK parliamentary vote.",-0.005787459882789548,DOWN,-0.009194142349898075,DOWN,-0.0009118003782745559,NEUTRAL,-0.004957852531537924,DOWN,-0.010324517358647317,DOWN,-0.007133512479482648,DOWN,-0.0005223452318115412,NEUTRAL,0.006959400792296288,UP,0.003825334400164118,UP,-0.15175272354477848,DOWN
EVT_027,2018-12-03,Policy Announce,US-China G20 Meeting,"Presidents Trump and Xi agree a 90-day truce in the trade war at the G20 in Buenos Aires, delaying planned tariff increases.",0.0011120969434071908,UP,0.0006013182846979393,NEUTRAL,0.00516271666672832,UP,-0.002165752983151721,DOWN,-0.0020258128387136416,DOWN,-0.0025474563724005163,DOWN,-0.0015482959206719142,DOWN,-0.006278274843437056,DOWN,-0.011146351808544081,DOWN,0.2538119753702029,UP
EVT_028,2018-12-19,Monetary Policy,Federal Reserve / Jerome Powell,"The Fed raises rates a fourth time in 2018 and signals further tightening, disappointing markets hoping for a dovish pivot.",0.0012406398541560727,UP,0.0071349655233958675,UP,0.0035212162242210738,UP,-0.002149012518844213,DOWN,0.0011649418079327863,UP,0.0026610683347548397,UP,-0.0010136166158836012,DOWN,-0.012097015641940167,DOWN,-0.01903829717688977,DOWN,0.16304656959623418,UP
EVT_029,2019-01-15,Election,UK Parliament,"The UK Parliament rejects PM May's Brexit deal by a historic margin of 230 votes, deepening uncertainty over the withdrawal process.",-0.004898327287011697,DOWN,-0.0070195819824342845,DOWN,-0.009068172122825888,DOWN,-0.0002188137718802595,NEUTRAL,0.008429951191315968,UP,0.001301244184162672,UP,0.0036330892588824918,UP,0.008307199729534361,UP,0.013032473193478465,UP,-0.043963186792008925,DOWN
EVT_030,2019-05-05,Policy Announce,US Government / Donald Trump,"President Trump tweets that tariffs on 200 billion dollars of Chinese goods will rise to 25 percent, abruptly ending the trade truce.",0.0010956263111556311,UP,0.0015654980086033784,UP,0.004333468502645237,UP,0.008967852507571582,UP,0.0027277171316390206,UP,-0.001809914151946745,DOWN,-0.007851737479550685,DOWN,-0.011165732783136597,DOWN,-0.015255499385210593,DOWN,0.4103740336899275,UP
EVT_031,2019-07-24,Policy Announce,UK Government,"Boris Johnson becomes UK Prime Minister, pledging to deliver Brexit by October 31 with or without a deal.",-0.0007913887906001747,NEUTRAL,-0.00045711104375865486,NEUTRAL,0.0006023189460819274,NEUTRAL,0.0037636218005682293,UP,0.0011573967836118581,UP,-0.02255698485550111,DOWN,-0.0003973668645929086,NEUTRAL,0.00400186891408433,UP,0.003044313573921586,UP,0.007428854164060665,UP
EVT_032,2019-07-31,Monetary Policy,Federal Reserve / Jerome Powell,"The Fed cuts interest rates for the first time since 2008, describing the move as a mid-cycle adjustment rather than the start of an easing cycle.",-0.007758017936413691,DOWN,-0.007115650765549144,DOWN,0.004383546699891772,UP,-0.0006444018160345509,NEUTRAL,-0.003072086237386931,DOWN,0.000669161700809445,NEUTRAL,0.0023737325130193114,UP,-0.010472626990900524,DOWN,-0.020708128400804268,DOWN,0.08840616802738138,UP
EVT_033,2019-08-01,Policy Announce,US Government / Donald Trump,"President Trump announces 10 percent tariffs on the remaining 300 billion dollars of Chinese imports, escalating the trade war.",0.0006423671708644623,NEUTRAL,0.0006423671708644623,NEUTRAL,0.011906245511316993,UP,-0.0024276844213524306,DOWN,-0.0024276844213524306,DOWN,-0.0008624339903932766,NEUTRAL,-0.012846359503919802,DOWN,-0.012846359503919802,DOWN,-0.02511516502856122,DOWN,-0.014656418967104897,DOWN
EVT_034,2019-08-23,Policy Announce,US Government / Donald Trump,"President Trump orders US companies to seek alternatives to China after Beijing announces retaliatory tariffs, roiling markets.",,,0.005312309309738264,UP,-0.001993069542827976,DOWN,,,0.0008580002430647376,NEUTRAL,-0.0053520014688485315,DOWN,,,-0.015294685296024652,DOWN,-0.0002818030367374322,NEUTRAL,-0.0280702858114059,DOWN
EVT_035,2019-10-11,Policy Announce,US-China Negotiations,"President Trump announces a Phase One trade deal in principle with China, suspending a planned tariff increase.",,,0.0017214227218684101,UP,0.010493297413740938,UP,,,0.014835381126576449,UP,0.034422594211149495,UP,,,0.005352745193057127,UP,0.006476977226639774,UP,-0.06702343628406271,DOWN
EVT_036,2019-12-13,Election,UK General Election,"PM Johnson wins a large Conservative majority, securing a mandate to get Brexit done by the end of January.",,,-0.005521771250448632,DOWN,-0.005388259286624741,DOWN,,,-0.009094762382315871,DOWN,-0.03456609129002552,DOWN,,,-0.00011882738307336226,NEUTRAL,-0.00027421688481666566,NEUTRAL,-0.03956913151179382,DOWN
EVT_037,2020-01-03,Geopolitical,US Government,"A US drone strike kills Iranian General Qassem Soleimani in Baghdad; Iran vows severe revenge, spiking geopolitical risk.",,,-0.0008486965705175967,NEUTRAL,-0.005414641563516956,DOWN,,,-0.0055351325323139515,DOWN,-0.006293504980024218,DOWN,,,-0.005348591694199156,DOWN,0.008842107625050699,UP,-0.012199654080916935,DOWN
EVT_038,2020-01-15,Policy Announce,US-China Governments,"The US and China sign the Phase One trade agreement, committing China to increased purchases of US goods.",0.0020736147906197213,UP,0.0007794739571992716,NEUTRAL,-0.004076723229566495,DOWN,0.001433508133319965,UP,0.004306770378691392,UP,0.001955321258387585,UP,0.0002640152385874537,NEUTRAL,0.0029178608604659498,UP,0.0004914485415931994,NEUTRAL,-0.026102598519043493,DOWN
EVT_039,2020-01-31,Geopolitical,UK Government,"The United Kingdom formally leaves the European Union, entering an 11-month transition period.",,,0.005485525052044301,UP,-0.0041933242278914835,DOWN,,,0.007053665450375502,UP,-0.012202636858927546,DOWN,,,-0.004649026340297713,DOWN,0.009970640866885818,UP,-0.04727861466255202,DOWN
EVT_040,2020-03-11,Geopolitical,WHO / Governments,The WHO declares COVID-19 a pandemic; governments worldwide begin announcing emergency containment measures.,-0.004871123222760194,DOWN,-0.011694824003970575,DOWN,-0.026957034363435127,DOWN,-0.007113684445312661,DOWN,-0.026648920608374572,DOWN,-0.06298739128126916,DOWN,-0.00454249278679902,DOWN,-0.003968792660686148,DOWN,0.022138048358168596,UP,0.07037719760844656,UP
EVT_041,2020-03-13,Policy Announce,US Government / Donald Trump,"President Trump declares a national emergency over COVID-19, unlocking federal funds and signalling major fiscal response.",,,-0.0026473308768339967,DOWN,-0.048318183662619724,DOWN,,,-0.013645774379139759,DOWN,-0.08947312013185808,DOWN,,,0.01966956511934563,UP,0.06190924057861391,UP,0.35759100142604205,UP
EVT_042,2020-03-15,Monetary Policy,Federal Reserve / Jerome Powell,"In an emergency Sunday move, the Fed cuts rates to near zero and announces 700 billion dollars of quantitative easing.",-0.0026473308768339967,DOWN,-0.015262210359464581,DOWN,-0.048318183662619724,DOWN,-0.013645774379139759,DOWN,-0.036338470672894606,DOWN,-0.08947312013185808,DOWN,0.01966956511934563,UP,0.026106841018854916,UP,0.06190924057861391,UP,0.2791291886238818,UP
EVT_043,2020-03-26,Policy Announce,US Congress,"The US Senate passes the 2 trillion dollar CARES Act, the largest fiscal stimulus in American history.",0.014467411219748632,UP,0.014467411219748632,UP,0.005864759030017864,UP,0.029062380758886924,UP,0.029062380758886924,UP,0.04384852458368403,UP,-0.016065061609713084,DOWN,-0.016065061609713084,DOWN,-0.03318459577551718,DOWN,0.07178679306634327,UP
EVT_044,2020-07-21,Policy Announce,European Council,"EU leaders agree the 750 billion euro Next Generation EU recovery fund, a landmark step towards common European borrowing.",0.006552908037431887,UP,0.011919014088483676,UP,0.02674386595189176,UP,0.005433994825164105,UP,0.005433994825164105,UP,0.0178467543663783,UP,-0.0034014125650540317,DOWN,-0.0033452820445829807,DOWN,-0.01821593129488899,DOWN,0.039468421611397575,UP
EVT_045,2020-11-07,Election,US Presidential Election,Major networks declare Joe Biden winner of the US presidential election; President Trump refuses to concede.,,,0.0008275377846661191,NEUTRAL,-0.0011975974993989843,DOWN,,,0.0023019858690458256,UP,-0.0013523777068255036,DOWN,,,0.014698015168604556,UP,0.014250834729582435,UP,-0.002416488226867362,DOWN
EVT_046,2020-12-24,Geopolitical,EU / UK Governments,"The EU and UK announce a Trade and Cooperation Agreement, averting a no-deal Brexit days before the transition deadline.",-0.0005485085946641497,NEUTRAL,-0.0005485085946641497,NEUTRAL,0.008859626407189725,UP,0.0034525702441261874,UP,0.0034525702441261874,UP,0.00923967672811336,UP,0.0009748599880389031,NEUTRAL,0.0009748599880389031,NEUTRAL,-0.0041708435258359985,DOWN,0.0,NEUTRAL
EVT_047,2021-01-06,Geopolitical,US Political Crisis,A mob storms the US Capitol as Congress certifies the election result; President Trump's remarks are blamed for inciting the violence.,0.003314261048349765,UP,-0.002346566604869721,DOWN,-0.007456826042554993,DOWN,-0.0003135195808772865,NEUTRAL,-0.004406326430034986,DOWN,0.00300293117119809,UP,0.003364099443340694,UP,0.010771744302835874,UP,0.01040553394909193,UP,-0.1508321787272203,DOWN
EVT_048,2021-03-11,Policy Announce,US Government / Joe Biden,"President Biden signs the 1.9 trillion dollar American Rescue Plan, promising direct payments and accelerated vaccination.",0.005021504926535071,UP,0.005021504926535071,UP,0.004745873502788011,UP,0.004188262924533444,UP,0.004188262924533444,UP,0.003181416712079006,UP,0.001133718721252792,UP,0.001133718721252792,UP,0.004224130169551854,UP,-0.05729262907326568,DOWN
EVT_049,2021-08-15,Geopolitical,Afghan Government Collapse,Kabul falls to the Taliban as the US completes its withdrawal; President Biden defends the decision amid chaotic evacuation scenes.,0.0049650586518873285,UP,-0.0022624656849355466,DOWN,-0.005096922826245023,DOWN,0.003777683707379104,UP,-0.005165920607268527,DOWN,-0.013171997338071976,DOWN,-0.007080972626341277,DOWN,-0.007874891153577541,DOWN,-0.005768279235679283,DOWN,0.3336944552544505,UP
EVT_050,2021-09-26,Election,German Federal Election,Germany's SPD narrowly wins the federal election; Chancellor Merkel's era ends with months of coalition talks ahead.,-0.0014664840661050697,DOWN,-0.004603386552251232,DOWN,-0.014221561017431158,DOWN,-0.0039032683638136447,DOWN,-0.013223036568930232,DOWN,-0.01858489357566893,DOWN,0.0039622246173075405,UP,0.01083609275332288,UP,0.010235154184455536,UP,0.2397928870356664,UP
EVT_051,2021-11-22,Monetary Policy,US Government / Joe Biden,"President Biden renominates Jerome Powell as Fed Chair, signalling continuity in US monetary policy leadership.",-0.0029835852011364673,DOWN,-0.006473860745077817,DOWN,0.001545939386650453,UP,-0.0027502557935165746,DOWN,-0.00776183316959091,DOWN,-0.006988339168154286,DOWN,0.005696133161027533,UP,0.0110654040126511,UP,-0.0036777381110241238,DOWN,-0.03126083175796267,DOWN
EVT_052,2022-02-21,Geopolitical,Russian Government / Vladimir Putin,President Putin recognises the separatist Donetsk and Luhansk republics and orders troops into eastern Ukraine.,-0.0006675169193645805,NEUTRAL,-0.0010180494926216148,DOWN,-0.012103844325941958,DOWN,0.0001902828933616646,NEUTRAL,-0.003514547474115719,DOWN,-0.01632762661653369,DOWN,-0.0030665823217549235,DOWN,-0.0005481265637101151,NEUTRAL,0.005413254444081717,UP,0.08857171051656296,UP
EVT_053,2022-02-24,Geopolitical,Russian Government / Vladimir Putin,Russia launches a full-scale invasion of Ukraine; President Putin announces a special military operation in a televised address.,-0.010224378977160433,DOWN,-0.010224378977160433,DOWN,-0.017249850301603732,DOWN,-0.012813079142417973,DOWN,-0.012813079142417973,DOWN,-0.011046193761250543,DOWN,0.005840251215883379,UP,0.005840251215883379,UP,0.005390193188042909,UP,-0.09435415694926126,DOWN
EVT_054,2022-02-26,Policy Announce,Western Governments,"The US, EU and allies announce the removal of key Russian banks from SWIFT and sanctions on Russia's central bank.",,,0.0022518600547624407,UP,-0.0111285118525915,DOWN,,,0.0036978105140239312,UP,-0.0016702720594887316,DOWN,,,-0.0042748675446741815,DOWN,-0.0008396643817272273,NEUTRAL,0.18870441437995952,UP
EVT_055,2022-03-08,Policy Announce,US Government / Joe Biden,"President Biden announces a ban on Russian oil, gas and energy imports to the United States.",0.0030252121150615412,UP,0.01358671557952495,UP,0.007142254598386439,UP,-0.0009921833183911659,NEUTRAL,-0.000690822250522346,NEUTRAL,-0.007689641019371561,DOWN,0.0030203966932609,UP,0.006961745131545853,UP,0.024360029843717403,UP,-0.13316550242985495,DOWN
EVT_056,2022-03-16,Monetary Policy,Federal Reserve / Jerome Powell,"The Fed raises rates for the first time since 2018, beginning what it signals will be a sustained tightening cycle against inflation.",0.004782947654196474,UP,0.011795486120154026,UP,0.005488634190117106,UP,0.007227714872060598,UP,0.008694040106161604,UP,0.016721068919652228,UP,0.004874339631526821,UP,0.0016386681841385003,UP,0.0254403498668206,UP,-0.11091686554534999,DOWN
EVT_057,2022-06-15,Monetary Policy,Federal Reserve / Jerome Powell,"The Fed hikes rates by 75 basis points, the largest single increase since 1994, and signals more aggressive action against inflation.",0.0014941669127022307,UP,0.010126326857097119,UP,0.00877721584068441,UP,0.013375022890421535,UP,0.028091939113715474,UP,0.020927186282138553,UP,-0.008752553398927564,DOWN,-0.021463954376492348,DOWN,0.007180617546034301,UP,0.04972212032153732,UP
EVT_058,2022-07-21,Monetary Policy,ECB / Christine Lagarde,The ECB raises rates for the first time in 11 years with a larger-than-expected 50 basis point hike and unveils an anti-fragmentation tool.,0.0037542692053991913,UP,0.0037542692053991913,UP,0.0026000081289648588,UP,0.0020373294494897094,UP,0.0020373294494897094,UP,0.015855897414139775,UP,-0.009415895132172919,DOWN,-0.009415895132172919,DOWN,-0.016641272523410303,DOWN,-0.0034677070491447837,DOWN
EVT_059,2022-08-26,Monetary Policy,Federal Reserve / Jerome Powell,"At Jackson Hole, Chair Powell warns that fighting inflation will bring pain to households and that the Fed must keep at it until the job is done.",,,-0.0032752411283479355,DOWN,-0.0019026954421340482,DOWN,,,-0.011010013196243128,DOWN,-0.023537893283011275,DOWN,,,0.006983319609692152,UP,0.025434708882946078,UP,0.02511237378979406,UP
EVT_060,2022-09-21,Geopolitical,Russian Government / Vladimir Putin,"President Putin announces partial military mobilisation and issues veiled nuclear threats, escalating the war in Ukraine.",-0.014147680973100527,DOWN,-0.01304607634220448,DOWN,-0.03829303904927501,DOWN,-0.011012447666309455,DOWN,-0.010280574140721673,DOWN,-0.05909384136017688,DOWN,0.004959681042610089,UP,-0.009248680445524973,DOWN,0.007554775454457807,UP,0.06667986030611738,UP
EVT_061,2022-09-23,Policy Announce,UK Government / Kwasi Kwarteng,"The UK mini-budget announces the largest unfunded tax cuts in 50 years, triggering a collapse in sterling and gilt market turmoil.",,,-0.015526806604905349,DOWN,-0.0012195389516814978,DOWN,,,-0.0423235851982379,DOWN,-0.008446124334806621,DOWN,,,0.008614759871208185,UP,0.01500494466737356,UP,0.07530086501150463,UP
EVT_062,2022-10-20,Policy Announce,UK Government / Liz Truss,PM Liz Truss resigns after 44 days in office following the market chaos caused by the mini-budget.,0.001270565200929725,UP,0.001270565200929725,UP,0.0327804734082744,UP,0.0009309311753001029,NEUTRAL,0.0009309311753001029,NEUTRAL,0.03739542892097429,UP,0.002366663002057412,UP,0.002366663002057412,UP,-0.024917215093943464,DOWN,-0.009720170642020446,DOWN
EVT_063,2023-01-08,Geopolitical,Brazilian Political Crisis,"Supporters of former President Bolsonaro storm Brazil's Congress, Supreme Court and presidential palace.",0.01266446764454612,UP,0.020387967150276874,UP,0.03161934836583627,UP,0.016987426254529207,UP,0.02013047228956602,UP,0.025321790866741734,UP,-0.010898872744679515,DOWN,-0.009088024400656298,DOWN,-0.031509963298901274,DOWN,-0.0018947901845746671,DOWN
EVT_064,2023-03-19,Policy Announce,Swiss Government / Regulators,"Swiss authorities announce the emergency takeover of Credit Suisse by UBS, containing a banking confidence crisis with political backing.",0.006079118908904215,UP,0.014971297696991353,UP,0.020600425512480668,UP,0.006354007356814938,UP,0.009417745087419946,UP,0.014024991680861462,UP,-0.008161095566255867,DOWN,-0.007677324741486063,DOWN,-0.018945896811561887,DOWN,-0.13627918499635816,DOWN
EVT_065,2023-05-27,Policy Announce,US Government,"President Biden and Speaker McCarthy announce a debt ceiling agreement, averting a US default days before the deadline.",,,-0.0015646423679794366,DOWN,0.0033838805527036226,UP,,,0.002516152056636178,UP,0.01671943229603516,UP,,,0.003023599297981162,UP,-0.009104485576902153,DOWN,-0.02767765946212412,DOWN
